"Step","Ablation WDR - val/sample_bias","Ablation WDR - val/sample_bias__MIN","Ablation WDR - val/sample_bias__MAX"
"49","5.775053567668962","5.775053567668962","5.775053567668962"
"84","4.864270072578836","4.864270072578836","4.864270072578836"
"120","-2.6871617119044244","-2.6871617119044244","-2.6871617119044244"
"155","-4.812997951781156","-4.812997951781156","-4.812997951781156"
"191","15.233406817612549","15.233406817612549","15.233406817612549"
"226","67.90753351961571","67.90753351961571","67.90753351961571"
"261","199.22096876678907","199.22096876678907","199.22096876678907"
"297","22.3564109055277","22.3564109055277","22.3564109055277"
"332","-4.835392204323661","-4.835392204323661","-4.835392204323661"
"368","-4.500008924157885","-4.500008924157885","-4.500008924157885"
"410","170.89882686714645","170.89882686714645","170.89882686714645"
"445","59.33379817099964","59.33379817099964","59.33379817099964"
"481","-4.717244479583276","-4.717244479583276","-4.717244479583276"
"516","-2.62019996763691","-2.62019996763691","-2.62019996763691"
"552","-4.24010104367278","-4.24010104367278","-4.24010104367278"
"587","4504.754456202719","4504.754456202719","4504.754456202719"
"622","-4.881502390422004","-4.881502390422004","-4.881502390422004"
"658","27.837692801724895","27.837692801724895","27.837692801724895"
"693","-4.864479610006186","-4.864479610006186","-4.864479610006186"
"729","639.2094760672959","639.2094760672959","639.2094760672959"
"771","-3.6635865045018163","-3.6635865045018163","-3.6635865045018163"
"806","32.136416102250706","32.136416102250706","32.136416102250706"
"842","952.9555708657784","952.9555708657784","952.9555708657784"
"877","-1.1287774260704289","-1.1287774260704289","-1.1287774260704289"
"913","-4.785974343973898","-4.785974343973898","-4.785974343973898"
"948","6.813672811820123","6.813672811820123","6.813672811820123"
"983","85.76248683086254","85.76248683086254","85.76248683086254"
"1019","-4.773014966053129","-4.773014966053129","-4.773014966053129"
"1054","38.83954519150141","38.83954519150141","38.83954519150141"
"1090","6.807970229860968","6.807970229860968","6.807970229860968"
"1132","114.71147610240094","114.71147610240094","114.71147610240094"
"1167","-4.881502390422004","-4.881502390422004","-4.881502390422004"
"1203","-4.799868484358562","-4.799868484358562","-4.799868484358562"
"1238","3.787659966604279","3.787659966604279","3.787659966604279"
"1274","-0.5371353580955958","-0.5371353580955958","-0.5371353580955958"
"1309","40.63614678727317","40.63614678727317","40.63614678727317"
"1344","1.693249419469508","1.693249419469508","1.693249419469508"
"1380","-4.850470527411415","-4.850470527411415","-4.850470527411415"
"1415","18.380342652227725","18.380342652227725","18.380342652227725"
"1451","111.36718759489726","111.36718759489726","111.36718759489726"
"1493","-2.44440221710178","-2.44440221710178","-2.44440221710178"
"1528","-4.881502390422004","-4.881502390422004","-4.881502390422004"
"1564","-3.7259592059748647","-3.7259592059748647","-3.7259592059748647"
"1599","-3.6735869496380027","-3.6735869496380027","-3.6735869496380027"
"1635","-4.613810656391762","-4.613810656391762","-4.613810656391762"
"1670","2.0990196628705453","2.0990196628705453","2.0990196628705453"
"1705","-1.2393800778245807","-1.2393800778245807","-1.2393800778245807"
"1741","0.24859904482924353","0.24859904482924353","0.24859904482924353"
"1776","-4.880982443045525","-4.880982443045525","-4.880982443045525"
"1812","-4.618176938209906","-4.618176938209906","-4.618176938209906"
"1854","-3.969448765822463","-3.969448765822463","-3.969448765822463"
"1889","87.35371576344244","87.35371576344244","87.35371576344244"
"1925","-4.881502390422004","-4.881502390422004","-4.881502390422004"
"1960","-4.881502390422004","-4.881502390422004","-4.881502390422004"
"1996","-4.845509258536079","-4.845509258536079","-4.845509258536079"
"2031","-2.664238183331495","-2.664238183331495","-2.664238183331495"
"2066","244.9405654830165","244.9405654830165","244.9405654830165"
"2102","5.8919327900052","5.8919327900052","5.8919327900052"
"2137","11.923394009126122","11.923394009126122","11.923394009126122"
"2173","17.0213277685509","17.0213277685509","17.0213277685509"
"2215","32.887158324637504","32.887158324637504","32.887158324637504"
"2250","-4.881502390422004","-4.881502390422004","-4.881502390422004"
"2286","-1.0242917334934425","-1.0242917334934425","-1.0242917334934425"
"2321","2.729999448322571","2.729999448322571","2.729999448322571"
"2357","5.205163923274025","5.205163923274025","5.205163923274025"
"2392","1.6715818779013685","1.6715818779013685","1.6715818779013685"
"2427","22.364217830669062","22.364217830669062","22.364217830669062"
"2463","50.908315676639454","50.908315676639454","50.908315676639454"
"2498","-4.4241967551068875","-4.4241967551068875","-4.4241967551068875"
"2534","-3.645661715938879","-3.645661715938879","-3.645661715938879"
"2576","-2.609896607698829","-2.609896607698829","-2.609896607698829"
"2611","-0.5745929863312814","-0.5745929863312814","-0.5745929863312814"
"2647","3.07070290296805","3.07070290296805","3.07070290296805"
"2682","-3.7027950498714604","-3.7027950498714604","-3.7027950498714604"
"2718","-4.586510580475283","-4.586510580475283","-4.586510580475283"
"2753","-2.4600945394782032","-2.4600945394782032","-2.4600945394782032"
"2788","0.28850893326756694","0.28850893326756694","0.28850893326756694"
"2824","2.4927812834159737","2.4927812834159737","2.4927812834159737"
"2859","-2.022993523410854","-2.022993523410854","-2.022993523410854"
"2895","0.2997359477598162","0.2997359477598162","0.2997359477598162"
"2937","0.379371261535808","0.379371261535808","0.379371261535808"
"2972","0.1913777427338892","0.1913777427338892","0.1913777427338892"
"3008","17.038960344857397","17.038960344857397","17.038960344857397"
"3043","-1.5687908003713513","-1.5687908003713513","-1.5687908003713513"
"3079","21.337922561414242","21.337922561414242","21.337922561414242"
"3114","-2.992781893580119","-2.992781893580119","-2.992781893580119"
"3149","-0.40210581179831406","-0.40210581179831406","-0.40210581179831406"
"3185","8.766055273962031","8.766055273962031","8.766055273962031"
"3220","7.892881750619604","7.892881750619604","7.892881750619604"
"3256","3.9345914572002143","3.9345914572002143","3.9345914572002143"
"3298","-3.4543690112506344","-3.4543690112506344","-3.4543690112506344"
"3333","-4.037592930858978","-4.037592930858978","-4.037592930858978"
"3369","1.2547176303483545","1.2547176303483545","1.2547176303483545"
"3404","-2.5076074743820818","-2.5076074743820818","-2.5076074743820818"
"3440","3.6916146265684993","3.6916146265684993","3.6916146265684993"
"3475","-4.212134569772339","-4.212134569772339","-4.212134569772339"
"3510","-4.102960040610451","-4.102960040610451","-4.102960040610451"
"3546","-3.1818506532288686","-3.1818506532288686","-3.1818506532288686"
"3581","-0.46472952559450675","-0.46472952559450675","-0.46472952559450675"
"3617","1.6729871635333848","1.6729871635333848","1.6729871635333848"
"3659","10.463145937128884","10.463145937128884","10.463145937128884"
"3694","0.6966096637258229","0.6966096637258229","0.6966096637258229"
"3730","0.6886676652748273","0.6886676652748273","0.6886676652748273"
"3765","-4.853623300239693","-4.853623300239693","-4.853623300239693"
"3801","1.2492142701719566","1.2492142701719566","1.2492142701719566"
"3836","-1.48354160464345","-1.48354160464345","-1.48354160464345"
"3871","-4.217930754104539","-4.217930754104539","-4.217930754104539"
"3907","0.19376894157684613","0.19376894157684613","0.19376894157684613"
"3942","1.7990821158158739","1.7990821158158739","1.7990821158158739"
"3978","17.908851838212616","17.908851838212616","17.908851838212616"
"4020","3.3525395739793544","3.3525395739793544","3.3525395739793544"
"4055","3.4457903282856908","3.4457903282856908","3.4457903282856908"
"4091","-4.347554962992832","-4.347554962992832","-4.347554962992832"
"4126","0.5459350859564404","0.5459350859564404","0.5459350859564404"
"4162","0.19217979565463258","0.19217979565463258","0.19217979565463258"
"4197","2.1084621155153314","2.1084621155153314","2.1084621155153314"
"4232","-4.163072163665593","-4.163072163665593","-4.163072163665593"
"4268","13.186772368335708","13.186772368335708","13.186772368335708"
"4303","-1.4453065908907972","-1.4453065908907972","-1.4453065908907972"
"4339","-4.024410997306079","-4.024410997306079","-4.024410997306079"
"4381","-1.4240223483277887","-1.4240223483277887","-1.4240223483277887"
"4416","1.1427394284338575","1.1427394284338575","1.1427394284338575"
"4452","-1.6961064620876796","-1.6961064620876796","-1.6961064620876796"
"4487","-3.0372169790766415","-3.0372169790766415","-3.0372169790766415"
"4523","2.0707790056819486","2.0707790056819486","2.0707790056819486"
"4558","-2.1010770801426593","-2.1010770801426593","-2.1010770801426593"
"4593","0.31667611055554634","0.31667611055554634","0.31667611055554634"
"4629","14.912285802853837","14.912285802853837","14.912285802853837"
"4664","-2.545879721456117","-2.545879721456117","-2.545879721456117"
"4700","4.059000505456391","4.059000505456391","4.059000505456391"
"4742","-0.4060068818849114","-0.4060068818849114","-0.4060068818849114"
"4777","41.45226924937462","41.45226924937462","41.45226924937462"
"4813","0.6277321231205852","0.6277321231205852","0.6277321231205852"
"4848","-2.3340469023141917","-2.3340469023141917","-2.3340469023141917"
"4884","-2.127341913164447","-2.127341913164447","-2.127341913164447"
"4919","-0.8185725946822143","-0.8185725946822143","-0.8185725946822143"
"4954","0.12315156971633912","0.12315156971633912","0.12315156971633912"
"4990","-4.211513327889324","-4.211513327889324","-4.211513327889324"
"5025","-2.7985441448368586","-2.7985441448368586","-2.7985441448368586"
"5061","0.46062534180456033","0.46062534180456033","0.46062534180456033"
"5103","0.46743032896925846","0.46743032896925846","0.46743032896925846"
"5138","-2.8560976293685574","-2.8560976293685574","-2.8560976293685574"
"5174","-2.058580755007096","-2.058580755007096","-2.058580755007096"
"5209","-0.745902676015228","-0.745902676015228","-0.745902676015228"
"5245","2.8119733909778115","2.8119733909778115","2.8119733909778115"
"5280","-0.24916515905255596","-0.24916515905255596","-0.24916515905255596"
"5315","-0.6834428476433807","-0.6834428476433807","-0.6834428476433807"
"5351","-0.3741727799963637","-0.3741727799963637","-0.3741727799963637"
"5386","2.1555674271266523","2.1555674271266523","2.1555674271266523"
"5422","-0.42328820350780405","-0.42328820350780405","-0.42328820350780405"
"5464","-4.754835103089514","-4.754835103089514","-4.754835103089514"
"5499","7.576312553529192","7.576312553529192","7.576312553529192"
"5535","-2.6811920084075616","-2.6811920084075616","-2.6811920084075616"
"5570","-3.830827757086865","-3.830827757086865","-3.830827757086865"
"5606","1.471331706957254","1.471331706957254","1.471331706957254"
"5641","10.96692360403898","10.96692360403898","10.96692360403898"
"5676","-1.6638222080280591","-1.6638222080280591","-1.6638222080280591"
"5712","-0.9720307828705951","-0.9720307828705951","-0.9720307828705951"
"5747","-0.8278415530838482","-0.8278415530838482","-0.8278415530838482"
"5783","-4.284074920742208","-4.284074920742208","-4.284074920742208"
"5825","-2.7059625981684348","-2.7059625981684348","-2.7059625981684348"
"5860","-1.2443451332115512","-1.2443451332115512","-1.2443451332115512"